FID,FLU,FLUDESC,FLUSHRTDEC,SHAPE_STAr,SHAPE_STLe,Shape__Area,Shape__Length
822,12,Light Industrial,Light Industria,2953846.63437,19388.7513707,339951.900390625,6565.97163141586
823,9,General Commercial,General Com.,2740010.99963,17122.6692785,315321.234375,5796.8785387181
824,3,Low Density Multifamily Residential,Low D. MF Res,26317.5944214,653.949352312,3026.3359375,221.813613909287
825,1,Single Family - Residential,Single Fam. Res,499675.812897,3248.75588936,57536.5546875,1102.65081134642
826,6,Low Density Restricted Commercial,Low D. Rest Com,16471.9649048,523.092380011,1896.697265625,177.524692965425
827,2,Duplex - Residential,Duplex Res.,4866694.9567,11124.6679805,560283.4296875,3780.38470870049
828,2,Duplex - Residential,Duplex Res.,3385238.85016,12830.18583,389550.162109375,4351.35247924518
829,6,Low Density Restricted Commercial,Low D. Rest Com,9196.8928833,463.047891943,1058.33984375,157.317899801065
830,2,Duplex - Residential,Duplex Res.,18949398.3723,26401.7139646,2178864.30664063,8950.70534041385
831,9,General Commercial,General Com.,9041.74996948,438.096571442,1039.51171875,148.344795013859
832,2,Duplex - Residential,Duplex Res.,1182476.56018,4775.09536163,136127.708984375,1621.16410039836
833,9,General Commercial,General Com.,1930450.84048,6737.03040059,222223.224609375,2285.15461913628
834,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",35602.2762146,816.72856288,4098.431640625,277.305657413097
835,12,Light Industrial,Light Industria,182142.997925,2187.98098299,20940.546875,741.49193867929
836,8,Restricted Commercial,Restricted Com.,150725.486481,2250.81106669,17328.384765625,762.716429271115
837,12,Light Industrial,Light Industria,195584.599457,2918.56650638,22485.46484375,989.236466044028
838,1,Single Family - Residential,Single Fam. Res,19806431.9734,29283.1314884,2277269.49414063,9923.87252571532
839,3,Low Density Multifamily Residential,Low D. MF Res,22161.926178,636.767255091,2548.0859375,215.831306737215
840,4,Medium Density Multifamily Residential,Med D. MF Res.,306904.822998,3575.01083256,35286.17578125,1211.18299275707
841,2,Duplex - Residential,Duplex Res.,1849558.90787,7225.48203168,212651.515625,2452.06148798107
842,6,Low Density Restricted Commercial,Low D. Rest Com,198973.382629,2646.69197055,22875.728515625,895.65084857986
843,8,Restricted Commercial,Restricted Com.,312433.613525,2700.09165452,35946.82421875,914.822097325828
844,8,Restricted Commercial,Restricted Com.,82903.175415,1174.16304121,9538.4140625,398.4485486486
845,8,Restricted Commercial,Restricted Com.,4250587.00571,19622.4291921,489043.064453125,6651.96010397152
846,12,Light Industrial,Light Industria,558617.137756,3389.23365132,64292.947265625,1151.01398422466
847,9,General Commercial,General Com.,364817.364075,2685.37895909,41986.1796875,911.66856063199
848,13,Industrial,Industrial,75255.9634705,1279.0001709,8660.890625,433.287555410643
849,9,General Commercial,General Com.,29948.5062866,691.492403097,3447.01953125,234.560229283717
850,8,Restricted Commercial,Restricted Com.,2524521.56671,7300.04857067,290582.322265625,2478.98420173989
851,8,Restricted Commercial,Restricted Com.,490309.656403,2918.05109639,56431.244140625,989.193094458383
852,9,General Commercial,General Com.,2002192.25403,13196.8903342,230469.779296875,4475.95759295256
853,9,General Commercial,General Com.,72260.6475525,2267.89976807,8317.1328125,768.450330490018
854,9,General Commercial,General Com.,100788.369476,1677.50810201,11598.71484375,568.114071142275
855,9,General Commercial,General Com.,29409.4772034,794.916116861,3384.451171875,269.455559086546
856,4,Medium Density Multifamily Residential,Med D. MF Res.,2398786.8157,9920.5625581,276040.484375,3367.17906156873
857,9,General Commercial,General Com.,147979.194977,1572.62182697,17029.369140625,533.789322179017
858,7,Medium Density Restricted Commercial,Med D. Rest Com,61151.8916321,1012.3183238,7037.681640625,343.702140639828
859,7,Medium Density Restricted Commercial,Med D. Rest Com,2797383.14578,16088.8880926,321919.353515625,5459.17937056231
860,9,General Commercial,General Com.,8607513.11969,18341.0152142,990642.478515625,6221.26893301214
861,7,Medium Density Restricted Commercial,Med D. Rest Com,132660.940002,2158.9847854,15267.05078125,733.889104765228
862,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",231193.737122,2475.55564104,26600.2890625,839.193251436797
863,14,Public Parks and Recreation,Recreation,1007929.61816,6165.11057639,115969.720703125,2090.94302464811
864,8,Restricted Commercial,Restricted Com.,126298.60257,1838.95035694,14547.86328125,623.858205130994
865,14,Public Parks and Recreation,Recreation,295564.276367,7534.14784037,33986.01953125,2548.63249709334
866,7,Medium Density Restricted Commercial,Med D. Rest Com,20016.0744629,642.804917682,2305.447265625,218.415583760729
867,8,Restricted Commercial,Restricted Com.,107893.917328,1839.7524719,12415.59765625,625.27043731477
868,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",18215.169281,539.105462402,2096.017578125,182.871855617401
869,7,Medium Density Restricted Commercial,Med D. Rest Com,152260.22403,2087.3630934,17520.89453125,709.007135585845
870,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",63836.1323853,1569.00334689,7345.62890625,532.693107871371
871,6,Low Density Restricted Commercial,Low D. Rest Com,8188.27276611,430.930580256,942.623046875,146.426945261011
872,8,Restricted Commercial,Restricted Com.,19989.3305969,596.670783797,2301.556640625,202.283836904584
873,14,Public Parks and Recreation,Recreation,11630.1397095,459.449822151,1337.6640625,155.965751931842
874,6,Low Density Restricted Commercial,Low D. Rest Com,9573.72119141,411.160051847,1100.595703125,139.522694437822
875,14,Public Parks and Recreation,Recreation,12974.9638977,484.064964233,1492.310546875,164.3143830371
876,3,Low Density Multifamily Residential,Low D. MF Res,114009.876129,1395.44043184,13117.974609375,473.60967780827
877,7,Medium Density Restricted Commercial,Med D. Rest Com,57993.4099121,1029.75128391,6675.501953125,349.034207209382
878,3,Low Density Multifamily Residential,Low D. MF Res,90604.1535645,1245.06150774,10425.9453125,422.520309542013
879,8,Restricted Commercial,Restricted Com.,41918.6347046,858.672606577,4821.728515625,291.083879835357
880,7,Medium Density Restricted Commercial,Med D. Rest Com,56751.2579956,1053.1498779,6524.93359375,357.429344633672
881,7,Medium Density Restricted Commercial,Med D. Rest Com,72770.7600708,1190.24997668,8371.59375,403.239772882572
882,2,Duplex - Residential,Duplex Res.,65067.7662354,1661.25886687,7482.37109375,562.249402798557
883,6,Low Density Restricted Commercial,Low D. Rest Com,56938.026825,946.83048572,6545.5703125,321.145472434209
884,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",13557.352417,484.410758999,1560.083984375,164.20234245673
885,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",88729.1164551,1250.04436338,10215.947265625,423.820060676997
886,14,Public Parks and Recreation,Recreation,19867.6422119,629.959043528,2285.544921875,213.489922078156
887,2,Duplex - Residential,Duplex Res.,26154.8448792,647.586750951,3008.77734375,219.697178149455
888,2,Duplex - Residential,Duplex Res.,14029.8841553,509.868575147,1613.939453125,173.106305168801
889,6,Low Density Restricted Commercial,Low D. Rest Com,97387.1742249,1307.37979418,11202.9765625,443.512335373566
890,7,Medium Density Restricted Commercial,Med D. Rest Com,254511.27536,2112.61107653,29308.380859375,716.337729517466
891,8,Restricted Commercial,Restricted Com.,1303815.41339,5828.92839038,150139.017578125,1975.81375198168
892,9,General Commercial,General Com.,82114.8827515,1589.66690163,9440.603515625,538.088961750794
893,4,Medium Density Multifamily Residential,Med D. MF Res.,59044.3006287,1242.40491816,6791.35546875,422.074925657991
894,5,High Density Multifamily Residential,High D. MF Res.,286239.157806,2173.35482194,32923.5078125,737.52530134869
895,3,Low Density Multifamily Residential,Low D. MF Res,557559.112488,5670.80019912,64152.69140625,1923.21604141686
896,12,Light Industrial,Light Industria,182113.490814,2658.06690429,20954.943359375,902.945092336285
897,8,Restricted Commercial,Restricted Com.,149860.239807,1711.66279393,17243.330078125,580.892807992232
898,8,Restricted Commercial,Restricted Com.,234222.760437,2063.34510072,26949.44921875,700.440196935605
899,14,Public Parks and Recreation,Recreation,1176748.67783,10104.1414606,135396.41015625,3428.32400711405
900,14,Public Parks and Recreation,Recreation,353620.58493,7995.90971858,40661.21875,2704.99481679126
901,14,Public Parks and Recreation,Recreation,16318.7120972,527.211416205,1876.392578125,178.704910500469
902,7,Medium Density Restricted Commercial,Med D. Rest Com,12506.052002,455.972242731,1437.767578125,154.521421255973
903,7,Medium Density Restricted Commercial,Med D. Rest Com,3756.57876587,329.350281087,431.876953125,111.470150678655
904,4,Medium Density Multifamily Residential,Med D. MF Res.,27601.3262329,677.489155814,3173.173828125,229.834796185519
905,7,Medium Density Restricted Commercial,Med D. Rest Com,9980.03894043,449.88372409,1149,152.83588337149
906,12,Light Industrial,Light Industria,243851.838013,3276.62753072,28084.525390625,1109.74705888478
907,9,General Commercial,General Com.,185851.422607,2185.11833485,21404.802734375,742.000620073306
908,4,Low Density Restricted Commercial,Low D. Rest Com,49265.9337158,1059.13877168,5663.10546875,359.12810679429
909,9,General Commercial,General Com.,437341.288208,2645.33692803,50331.08203125,897.421856994936
910,8,Restricted Commercial,Restricted Com.,175797.514374,3236.61676218,20234.80859375,1099.94570504654
911,9,General Commercial,General Com.,153720.461731,2232.86822151,17692.814453125,756.068762848737
912,5,High Density Multifamily Residential,High D. MF Res.,1143092.04321,5542.41040779,131573.720703125,1881.12000706088
913,8,Restricted Commercial,Restricted Com.,119296.647766,2052.14088573,13732.0625,694.846725735596
914,9,General Commercial,General Com.,624978.301361,3678.49507546,71938.1875,1248.94703089401
